1762290057.6811557,512, 23526, 1, 1
1762290057.7515798,512, 23526, 1, 1
1762290057.8222604,512, 23526, 1, 1
1762290057.8931284,512, 23526, 1, 1
1762290057.9644089,512, 23526, 1, 1
1762290058.0357113,512, 23526, 1, 1
1762290058.1057105,512, 23526, 1, 1
1762290058.1767793,512, 23526, 1, 1
1762290058.247906,512, 23526, 1, 1
1762290058.3187993,512, 23526, 1, 1
1762290058.3901691,512, 23526, 1, 1
1762290058.4611447,512, 23526, 1, 1
1762290058.5319939,512, 23526, 1, 1
1762290058.6032088,512, 23526, 1, 1
1762290058.6746984,512, 23526, 1, 1
1762290058.744769,512, 23526, 1, 1
1762290058.8166635,512, 23526, 1, 1
1762290058.887477,509, 23526, 1, 1
1762290058.9584324,479, 23526, 1, 1
1762290059.0288503,428, 23520, 0, 0
1762290059.1003895,367, 23496, 0, 1
1762290059.1715932,317, 23446, 1, 0
1762290059.242553,267, 23374, 1, 1
1762290059.3134463,221, 23282, 1, 1
1762290059.3837993,194, 23168, 0, 0
1762290059.4551349,169, 23036, 0, 1
1762290059.5257666,144, 22886, 1, 0
1762290059.5970137,137, 22722, 1, 0
1762290059.6685147,137, 22548, 0, 0
1762290059.739236,136, 22372, 0, 1
1762290059.8102963,137, 22194, 1, 0
1762290059.8810337,137, 22014, 1, 1
1762290059.951906,137, 21836, 1, 1
1762290060.023408,137, 21656, 0, 1
1762290060.0940835,136, 21476, 0, 0
1762290060.1656115,137, 21298, 0, 0
1762290060.2361577,137, 21118, 1, 0
1762290060.3071685,137, 20938, 1, 0
1762290060.3782203,137, 20758, 1, 1
1762290060.44936,137, 20580, 0, 1
1762290060.520386,137, 20400, 0, 1
1762290060.591705,137, 20220, 0, 1
1762290060.6617763,137, 20040, 0, 0
1762290060.7327974,137, 19862, 1, 0
1762290060.8044102,137, 19682, 1, 0
1762290060.8753483,137, 19502, 1, 1
1762290060.9468167,137, 19322, 1, 1
1762290061.0173266,137, 19144, 0, 1
1762290061.0880635,137, 18964, 0, 1
1762290061.1597693,137, 18784, 0, 0
1762290061.2296524,137, 18606, 1, 0
1762290061.3014147,137, 18426, 1, 1
1762290061.372255,137, 18248, 0, 1
1762290061.4430857,137, 18068, 0, 1
1762290061.51378,137, 17888, 0, 0
1762290061.5858383,137, 17710, 1, 0
1762290061.6562355,137, 17530, 1, 1
1762290061.727492,137, 17352, 0, 1
1762290061.79837,137, 17172, 0, 1
1762290061.8693378,137, 16992, 0, 0
1762290061.9402297,137, 16814, 1, 0
1762290062.011282,137, 16634, 1, 1
1762290062.0823421,137, 16456, 0, 1
1762290062.1533804,137, 16276, 0, 1
1762290062.2237706,137, 16096, 0, 0
1762290062.2948818,137, 15918, 1, 0
1762290062.366317,137, 15738, 1, 1
1762290062.4373732,137, 15560, 0, 1
1762290062.5081408,137, 15380, 0, 1
1762290062.5798018,137, 15202, 0, 0
1762290062.6498573,137, 15022, 1, 0
1762290062.7217321,137, 14842, 1, 1
1762290062.7917948,137, 14664, 0, 1
1762290062.863567,137, 14484, 0, 0
1762290062.9345806,137, 14306, 1, 0
1762290063.0051734,137, 14126, 1, 1
1762290063.0767517,137, 13948, 0, 1
1762290063.1478944,137, 13768, 0, 0
1762290063.218714,137, 13590, 1, 0
1762290063.2894921,137, 13410, 1, 1
1762290063.3603175,137, 13232, 0, 1
1762290063.4313762,137, 13052, 0, 1
1762290063.5028355,137, 12872, 0, 0
1762290063.5733771,137, 12694, 1, 0
1762290063.6444433,137, 12514, 1, 1
1762290063.7149758,137, 12336, 0, 1
